	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Si29_CPS_LOD	Li_ppm_m7_LOD	Mg_ppm_m24_LOD	Al_ppm_m27_LOD	K_ppm_m39_LOD	Ca_ppm_m42_LOD	Ca_ppm_m43_LOD	Ti_ppm_m49_LOD	Mn_ppm_m55_LOD	Fe_ppm_m57_LOD	Rb_ppm_m85_LOD	Sr_ppm_m88_LOD	Zr_ppm_m90_LOD	Sn_ppm_m118_LOD	Ba_ppm_m137_LOD	La_ppm_m139_LOD	Ce_ppm_m140_LOD	Nd_ppm_m146_LOD	Hf_ppm_m178_LOD	Pb_ppm_m208_LOD
Output_1_45	1301624 590-25 - 5.d	13/09/2019 (6) 14:16:24.00	13/09/2019 (6)	14:16:24.00	35.036	1301624 590-25 - 5.d	7.60E+06	0.27E+06	3.820	0.081	26580	120	5648	24	699.8	2.2	59420	240	58760	340	243.4	2.1	77.97	0.40	516.1	4.5	2.020	0.044	30.59	0.18	57.07	0.34	0.882	0.040	34.90	0.39	2.672	0.035	4.569	0.042	2.400	0.073	1.455	0.034	5.027	0.064	FILENAME: 1301624 590-25 - 5.csv	0	0.029874	0.040722	0.075498	0.41525	11.331	10.541	0.11988	0.082768	1.1272	0.028139	0.0016464	0.0029972	0.017292	0.0078899	0.00075067	0.0010472	0.0035285	0.001785	0.0036538
Output_1_46	1301624 590-25 - 6.d	13/09/2019 (6) 14:17:59.00	13/09/2019 (6)	14:17:59.00	35.036	1301624 590-25 - 6.d	7.58E+06	0.28E+06	3.968	0.076	26590	140	5640	27	708.5	2.3	59300	330	58960	350	243.9	2.3	78.68	0.47	526.2	5.1	2.101	0.044	30.53	0.21	62.71	0.38	0.981	0.038	35.37	0.36	2.665	0.030	4.601	0.046	2.380	0.062	1.550	0.036	5.272	0.063	FILENAME: 1301624 590-25 - 6.csv	0	0.027224	0.054142	0.075785	0.49534	14.319	13.239	0.15414	0.068582	1.1206	0.02391	0.0016512	0.0038167	0.01247	0.0046352	0.0011641	0.00091632	0.0069486	0.0017898	0.0021793
Output_1_47	1301624 590-25 - 7.d	13/09/2019 (6) 14:19:34.00	13/09/2019 (6)	14:19:34.00	35.036	1301624 590-25 - 7.d	7.67E+06	0.27E+06	3.809	0.083	26630	120	5646	26	699.6	2.2	59390	270	59040	370	240.8	2.0	78.31	0.42	518.1	4.3	2.063	0.042	30.40	0.21	56.66	0.27	0.912	0.036	35.07	0.36	2.648	0.037	4.582	0.042	2.437	0.066	1.388	0.033	4.995	0.060	FILENAME: 1301624 590-25 - 7.csv	0	0.031546	0.051778	0.077485	0.40431	13.548	12.774	0.14676	0.07478	1.1331	0.028894	0.002093	0.0019058	0.019819	0.0063806	0.00089719	0.0014507	0	0.0030239	0.0029422
Output_1_48	1301624 590-25 - 8.d	13/09/2019 (6) 14:21:12.00	13/09/2019 (6)	14:21:12.00	35.036	1301624 590-25 - 8.d	7.70E+06	0.27E+06	3.832	0.084	26680	120	5686	24	703.5	2.0	59340	310	58990	360	242.8	2.4	78.41	0.35	524.4	5.2	2.056	0.039	30.58	0.18	66.26	0.34	0.942	0.036	34.77	0.38	2.656	0.034	4.547	0.038	2.464	0.080	1.617	0.036	4.987	0.058	FILENAME: 1301624 590-25 - 8.csv	0	0.030078	0.055387	0.079297	0.42467	11.741	10.521	0.13733	0.07822	0.9892	0.020817	0.0014189	0.0019146	0.017731	0.0077934	0.0011462	0.00052863	0.0058602	0.0021423	0.002783
Output_1_49	1301624 590-25 - 9.d	13/09/2019 (6) 14:22:42.00	13/09/2019 (6)	14:22:42.00	35.034	1301624 590-25 - 9.d	7.82E+06	0.27E+06	3.826	0.072	26510	130	5618	29	713.9	2.5	59000	340	58610	340	241.2	2.1	78.25	0.43	524.0	4.0	2.066	0.041	30.37	0.21	51.96	0.33	0.999	0.045	35.24	0.40	2.636	0.036	4.509	0.044	2.384	0.066	1.301	0.030	5.101	0.072	FILENAME: 1301624 590-25 - 9.csv	0	0.030037	0.041533	0.077206	0.44563	12.859	10.258	0.14717	0.083067	0.97541	0.020684	0.00081805	0.0018845	0.015938	0.011668	0.00051952	0.0012592	0.0047816	0	0.0028904
Output_1_50	1301624 590-25 - 10.d	13/09/2019 (6) 14:24:16.00	13/09/2019 (6)	14:24:16.00	35.036	1301624 590-25 - 10.d	7.89E+06	0.28E+06	3.788	0.085	26580	140	5608	28	709.0	2.4	58790	340	58460	340	238.6	2.1	78.17	0.46	528.9	5.2	2.035	0.043	30.39	0.21	50.07	0.61	0.977	0.043	35.66	0.36	2.704	0.035	4.537	0.046	2.474	0.071	1.303	0.034	5.141	0.060	FILENAME: 1301624 590-25 - 10.csv	0	0.027852	0.078832	0.07935	0.38784	15.435	9.7877	0.12607	0.085671	0.9781	0.027167	0.0017602	0.0039904	0.019062	0.0062523	0.00087882	0.00088023	0.0053845	0.001718	0.0030963
Output_1_51	1301624 590-24 - 1.d	13/09/2019 (6) 14:35:21.00	13/09/2019 (6)	14:35:21.00	35.035	1301624 590-24 - 1.d	7.84E+06	0.31E+06	9.55	0.14	27230	130	770.0	4.2	198.4	1.0	65510	370	66070	410	149.9	1.6	19.47	0.19	723.2	5.5	0.704	0.025	47.95	0.31	25.65	0.19	42.38	0.39	8.56	0.16	1.116	0.023	1.796	0.031	0.903	0.035	0.645	0.023	4.486	0.063	FILENAME: 1301624 590-24 - 1.csv	0	0.033166	0.054152	0.096649	0.50035	13.099	11.632	0.11475	0.076847	1.0928	0.022176	0.0011438	0.00406	0.01844	0.012633	0.0015702	0.00088442	0.0034174	0.0012277	0.002889
Output_1_52	1301624 590-24 - 2.d	13/09/2019 (6) 14:37:01.00	13/09/2019 (6)	14:37:01.00	35.036	1301624 590-24 - 2.d	8.15E+06	0.32E+06	9.88	0.13	27390	150	767.9	4.6	199.5	1.0	65450	430	66500	420	147.5	1.8	19.64	0.21	724.1	4.9	0.687	0.023	48.22	0.34	25.70	0.21	42.50	0.30	8.66	0.16	1.100	0.023	1.796	0.025	0.885	0.037	0.673	0.024	4.506	0.050	FILENAME: 1301624 590-24 - 2.csv	0	0.025767	0.048282	0.07532	0.48345	12.039	11.699	0.15417	0.063443	0.94791	0.027499	0.0018504	0.0012861	0.016225	0.0060458	0.0010799	0.00085107	0.0032885	0.0025646	0.0020178
Output_1_53	1301624 590-24 - 3.d	13/09/2019 (6) 14:38:35.00	13/09/2019 (6)	14:38:35.00	35.035	1301624 590-24 - 3.d	8.12E+06	0.30E+06	9.66	0.13	27200	120	759.3	3.7	193.45	0.89	65350	290	66090	380	144.0	1.6	19.45	0.17	716.6	5.4	0.648	0.023	47.88	0.30	24.40	0.21	47.72	0.50	7.45	0.13	1.092	0.021	1.803	0.027	0.909	0.047	0.626	0.021	3.692	0.045	FILENAME: 1301624 590-24 - 3.csv	0	0.027528	0.050047	0.074977	0.4181	12.227	11.126	0.15142	0.071595	0.92	0.021738	0.0017086	0	0.016019	0.0060688	0.00070089	0.0011812	0	0.0025739	0.0029394
Output_1_54	1301624 590-24 - 4.d	13/09/2019 (6) 14:40:13.00	13/09/2019 (6)	14:40:13.00	35.036	1301624 590-24 - 4.d	7.88E+06	0.29E+06	9.51	0.12	27220	140	768.7	3.9	195.7	1.1	65550	340	66000	340	147.7	1.9	19.47	0.17	719.2	5.5	0.704	0.023	47.81	0.28	25.25	0.23	43.47	0.33	8.74	0.17	1.112	0.022	1.788	0.025	0.892	0.042	0.661	0.026	4.390	0.062	FILENAME: 1301624 590-24 - 4.csv	0	0.031642	0.048892	0.076559	0.45277	11.658	10.994	0.13142	0.084025	1.0049	0.032255	0.0013774	0.0018584	0.014589	0.011508	0	0.00087592	0.004115	0.0020746	0.0035439
Output_1_55	1301624 590-24 - 5.d	13/09/2019 (6) 14:41:43.00	13/09/2019 (6)	14:41:43.00	35.036	1301624 590-24 - 5.d	8.11E+06	0.29E+06	9.71	0.14	27310	150	768.8	4.2	196.56	0.91	65150	350	66040	420	147.1	1.7	19.51	0.19	722.5	6.4	0.675	0.022	47.68	0.26	25.66	0.18	43.08	0.34	8.66	0.15	1.096	0.019	1.788	0.026	0.842	0.041	0.673	0.018	4.455	0.061	FILENAME: 1301624 590-24 - 5.csv	0	0.026931	0.077755	0.081072	0.45623	13.539	10.84	0.12073	0.072767	0.93859	0.023717	0.0013441	0.002527	0.014881	0	0.00097708	0.00085473	0.0033026	0.0023199	0.0021477
Output_1_56	1301624 590-24 - 6.d	13/09/2019 (6) 14:43:17.00	13/09/2019 (6)	14:43:17.00	35.036	1301624 590-24 - 6.d	7.87E+06	0.29E+06	9.51	0.14	27210	140	770.3	3.8	196.4	1.0	65400	290	66450	390	146.9	1.8	19.64	0.17	719.7	5.9	0.702	0.025	47.63	0.28	25.42	0.18	42.78	0.35	8.35	0.16	1.121	0.020	1.789	0.027	0.880	0.037	0.665	0.026	4.242	0.073	FILENAME: 1301624 590-24 - 6.csv	0	0.025882	0.05695	0.076319	0.44661	13.448	10.627	0.12023	0.074627	1.0754	0.028955	0.0013699	0.0013162	0.015901	0.0061887	0.00071451	0.0012045	0.0033658	0.0026232	0.0032063
Output_1_57	1301624 590-24 - 7.d	13/09/2019 (6) 14:44:52.00	13/09/2019 (6)	14:44:52.00	35.036	1301624 590-24 - 7.d	7.85E+06	0.27E+06	9.60	0.12	27250	120	767.7	3.3	195.9	1.1	65350	320	66120	390	147.4	1.9	19.33	0.19	714.6	5.9	0.653	0.020	47.84	0.25	25.12	0.20	43.79	0.33	8.66	0.16	1.106	0.022	1.783	0.026	0.904	0.035	0.666	0.024	4.359	0.058	FILENAME: 1301624 590-24 - 7.csv	0	0.028692	0.050722	0.061698	0.45746	12.455	10.596	0.14111	0.076466	1.0471	0.023988	0.0013748	0.0025845	0.0181	0.011191	0.00099919	0.0008742	0.0024057	0.0017021	0.0025125
Output_1_58	1301624 590-24 - 8.d	13/09/2019 (6) 14:46:30.00	13/09/2019 (6)	14:46:30.00	35.036	1301624 590-24 - 8.d	7.94E+06	0.28E+06	9.59	0.13	27190	140	763.8	4.1	196.89	0.95	65390	370	65800	360	149.9	1.6	19.28	0.18	721.3	6.9	0.712	0.027	47.53	0.29	25.25	0.19	42.96	0.33	8.48	0.17	1.108	0.019	1.790	0.027	0.896	0.037	0.640	0.023	4.273	0.051	FILENAME: 1301624 590-24 - 8.csv	0	0.027269	0.04911	0.08097	0.46487	11.893	12.279	0.16828	0.076853	1.0932	0.021435	0.0013721	0.0018509	0.016472	0.0075363	0.0011065	0.00071755	0.0024008	0.0023669	0.0028449
Output_1_59	1301624 590-24 - 9.d	13/09/2019 (6) 14:48:00.00	13/09/2019 (6)	14:48:00.00	35.036	1301624 590-24 - 9.d	8.04E+06	0.27E+06	9.51	0.13	27140	140	758.7	4.0	192.5	1.0	65520	350	65910	420	142.4	1.5	19.20	0.17	706.9	5.6	0.664	0.024	47.52	0.29	24.91	0.20	47.58	0.36	7.14	0.15	1.111	0.021	1.785	0.027	0.861	0.032	0.639	0.022	3.461	0.049	FILENAME: 1301624 590-24 - 9.csv	0	0.028882	0.05545	0.076691	0.45577	13.114	9.1884	0.13022	0.067257	0.90979	0.022077	0.0011143	0.0033797	0.013184	0.0096911	0.0010924	0.00086141	0.0040465	0	0.0029533
Output_1_60	1301624 590-24 - 10.d	13/09/2019 (6) 14:49:35.09	13/09/2019 (6)	14:49:35.09	21.247	1301624 590-24 - 10.d	8.78E+06	0.26E+06	9.83	0.15	27600	130	779.9	3.6	197.0	1.2	66660	390	66720	420	148.0	2.2	19.68	0.17	732.5	6.4	0.710	0.036	48.39	0.34	25.63	0.25	42.73	0.35	8.99	0.19	1.102	0.024	1.800	0.042	0.920	0.055	0.650	0.032	4.519	0.056	FILENAME: 1301624 590-24 - 10.csv	0	0.033573	0.053902	0.077623	0.45451	14.857	10.939	0.12787	0.094626	0.95814	0.027112	0.0021173	0.0022829	0.010901	0.0044787	0.00088241	0.0010144	0.0041574	0	0.0024034
Output_1_61	1301431 789-10 - 1.d	13/09/2019 (6) 14:57:31.00	13/09/2019 (6)	14:57:31.00	35.036	1301431 789-10 - 1.d	8.12E+06	0.29E+06	4.635	0.085	25990	110	1925	12	932.9	3.0	65300	320	64810	350	230.1	2.2	18.54	0.16	714.9	5.8	3.939	0.060	49.91	0.28	27.28	0.17	12.99	0.15	23.32	0.28	2.353	0.030	4.038	0.043	1.793	0.058	0.785	0.024	1.275	0.024	FILENAME: 1301431 789-10 - 1.csv	0	0.02261	0.044364	0.07178	0.47327	12.995	9.8712	0.1246	0.065793	1.1755	0.021195	0.0015369	0.0018087	0.017216	0.0060576	0	0.00085231	0.0032927	0.0025642	0.0028496
Output_1_62	1301431 789-10 - 2.d	13/09/2019 (6) 14:59:14.00	13/09/2019 (6)	14:59:14.00	35.036	1301431 789-10 - 2.d	7.84E+06	0.27E+06	4.883	0.086	25900	140	1905	15	934.3	2.8	64840	380	64340	380	228.0	2.1	18.59	0.21	708.3	5.9	3.983	0.058	49.74	0.35	28.02	0.23	13.12	0.17	23.21	0.27	2.348	0.031	3.987	0.044	1.837	0.054	0.775	0.028	1.233	0.024	FILENAME: 1301431 789-10 - 2.csv	0	0.029809	0.045674	0.091429	0.40484	12.14	10.786	0.13324	0.086732	0.97133	0.025325	0.0017647	0.0026082	0.015509	0	0.00051496	0.0013414	0.0052683	0.0020859	0.0025031
Output_1_63	1301431 789-10 - 3.d	13/09/2019 (6) 15:00:44.00	13/09/2019 (6)	15:00:44.00	35.036	1301431 789-10 - 3.d	7.98E+06	0.31E+06	4.881	0.084	25970	130	1910	15	934.8	2.9	64540	360	64170	440	229.0	1.9	18.68	0.20	712.7	5.0	3.947	0.055	49.62	0.30	28.02	0.21	13.15	0.15	23.01	0.28	2.304	0.035	4.028	0.042	1.800	0.058	0.772	0.028	1.267	0.022	FILENAME: 1301431 789-10 - 3.csv	0	0.026597	0.051543	0.086354	0.41642	12.561	10.14	0.13775	0.071803	1.1062	0.023433	0.0020736	0.0036107	0.015131	0.011096	0.00050591	0.0014734	0.0040693	0.0016854	0.0024852
Output_1_64	1301431 789-10 - 4.d	13/09/2019 (6) 15:02:18.00	13/09/2019 (6)	15:02:18.00	35.036	1301431 789-10 - 4.d	8.06E+06	0.28E+06	4.771	0.074	25910	130	1912	13	934.7	2.4	64640	320	64360	370	227.4	2.1	18.71	0.19	714.9	5.8	3.889	0.046	49.58	0.31	27.26	0.19	13.22	0.16	23.17	0.28	2.301	0.031	4.001	0.035	1.825	0.045	0.761	0.025	1.274	0.024	FILENAME: 1301431 789-10 - 4.csv	0	0.032179	0.052679	0.0873	0.43419	11.812	11.222	0.15047	0.076035	1.0155	0.023696	0.00078343	0.0018043	0.018043	0.0043029	0.0010775	0	0.0032832	0.002355	0.0015532
Output_1_65	1301431 789-10 - 5.d	13/09/2019 (6) 15:03:52.00	13/09/2019 (6)	15:03:52.00	35.036	1301431 789-10 - 5.d	8.03E+06	0.27E+06	4.701	0.093	25980	120	1926	13	945.2	2.6	64770	290	64330	350	229.0	2.0	18.63	0.19	718.5	5.4	4.007	0.061	49.83	0.24	28.33	0.20	13.30	0.17	23.27	0.28	2.386	0.025	4.070	0.046	1.856	0.047	0.779	0.023	1.283	0.028	FILENAME: 1301431 789-10 - 5.csv	0	0.025997	0.060177	0.079187	0.40645	12.7	10.491	0.13217	0.069851	1.0229	0.022434	0.0023895	0.0022027	0.015592	0.0060659	0.0009749	0.00097792	0.0040075	0.0020181	0.0026117
Output_1_66	1301431 789-10 - 6.d	13/09/2019 (6) 15:05:31.00	13/09/2019 (6)	15:05:31.00	35.036	1301431 789-10 - 6.d	8.07E+06	0.28E+06	4.721	0.087	25930	120	1924	13	935.5	2.6	64760	290	64560	350	231.2	2.3	18.67	0.19	723.1	5.3	4.006	0.058	49.78	0.25	27.14	0.20	12.62	0.15	22.82	0.32	2.362	0.026	4.111	0.038	1.898	0.053	0.760	0.028	1.250	0.030	FILENAME: 1301431 789-10 - 6.csv	0	0.027371	0.066656	0.077823	0.34703	10.596	10.597	0.14861	0.07113	1.1254	0.026281	0.0013467	0.0012942	0.015705	0.0060836	0.00070156	0.0019094	0.0033054	0.0016646	0.002541
Output_1_67	1301431 789-10 - 7.d	13/09/2019 (6) 15:07:00.00	13/09/2019 (6)	15:07:00.00	35.036	1301431 789-10 - 7.d	8.24E+06	0.29E+06	4.707	0.087	25920	130	1928	15	939.4	2.5	64690	370	64350	380	227.7	1.9	18.52	0.18	714.8	6.2	3.970	0.057	49.84	0.31	27.38	0.20	12.76	0.18	23.34	0.26	2.378	0.027	4.066	0.043	1.848	0.063	0.736	0.025	1.294	0.027	FILENAME: 1301431 789-10 - 7.csv	0	0.025966	0.055434	0.082948	0.42249	11.671	9.3248	0.096349	0.064823	1.0192	0.020977	0.0010865	0.0012698	0.015748	0.0085003	0.00068814	0.00083921	0.0065192	0.0025854	0.0019823
Output_1_68	1301431 789-10 - 8.d	13/09/2019 (6) 15:08:34.00	13/09/2019 (6)	15:08:34.00	35.036	1301431 789-10 - 8.d	7.92E+06	0.30E+06	4.678	0.082	25950	110	1905	13	938.5	2.6	64310	360	64110	330	230.0	2.4	18.60	0.16	718.5	5.6	3.980	0.053	49.85	0.28	26.45	0.21	11.99	0.13	23.02	0.25	2.334	0.029	4.042	0.046	1.852	0.054	0.719	0.027	1.277	0.032	FILENAME: 1301431 789-10 - 8.csv	0	0.028917	0.056038	0.077354	0.40549	14.218	11.796	0.12709	0.082456	1.0186	0.022638	0.00080401	0.0018527	0.016977	0.012174	0.00071493	0.00071708	0.0033682	0.0026233	0.0020591
Output_1_69	1301431 789-10 - 9.d	13/09/2019 (6) 15:10:09.00	13/09/2019 (6)	15:10:09.00	35.036	1301431 789-10 - 9.d	7.85E+06	0.30E+06	4.765	0.077	25950	130	1914	13	944.7	3.0	64740	320	64540	400	229.6	1.9	18.76	0.20	724.8	5.2	3.974	0.050	50.00	0.24	26.74	0.21	12.09	0.14	23.28	0.29	2.304	0.031	4.087	0.046	1.922	0.060	0.722	0.027	1.283	0.030	FILENAME: 1301431 789-10 - 9.csv	0	0.035209	0.053549	0.076576	0.42469	12.894	11.138	0.12683	0.073605	1.036	0.022105	0	0.0026033	0.017089	0.0096655	0.00072067	0.00051479	0.0041278	0.0012179	0.0028586
Output_1_70	1301431 789-10 - 10.d	13/09/2019 (6) 15:11:48.00	13/09/2019 (6)	15:11:48.00	35.036	1301431 789-10 - 10.d	8.00E+06	0.29E+06	4.682	0.092	25850	140	1909	13	933.0	2.9	64320	320	64220	380	225.7	1.8	18.57	0.21	717.4	5.2	3.987	0.051	49.75	0.29	26.85	0.22	12.67	0.16	23.02	0.31	2.332	0.032	4.002	0.041	1.801	0.053	0.758	0.022	1.288	0.026	FILENAME: 1301431 789-10 - 10.csv	0	0.031195	0.049645	0.08035	0.44653	12.101	10.696	0.12144	0.084149	0.98266	0.023439	0.0017278	0	0.015841	0.0043707	0.00086024	0.0011929	0.0033329	0.001679	0.0021605
Output_1_71	1302880 609-6 - 1.d	13/09/2019 (6) 15:19:39.00	13/09/2019 (6)	15:19:39.00	35.036	1302880 609-6 - 1.d	4.10E+06	0.26E+06	9.50	0.20	25290	250	423.1	5.0	214.0	2.8	62470	730	62990	740	108.1	2.7	18.88	0.35	712	12	0.713	0.037	43.83	0.54	13.93	0.25	11.11	0.25	4.16	0.17	1.116	0.029	5.200	0.082	0.914	0.065	0.376	0.024	4.042	0.083	FILENAME: 1302880 609-6 - 1.csv	0	0.062383	0.090594	0.12347	0.76236	21.124	22.086	0.2292	0.12907	2.0371	0.043997	0.003147	0.0046662	0.030137	0.0079605	0.0026641	0.0012916	0.0096078	0.0037191	0.0049147
Output_1_72	1302880 609-6 - 2.d	13/09/2019 (6) 15:21:18.00	13/09/2019 (6)	15:21:18.00	35.036	1302880 609-6 - 2.d	7.99E+06	0.35E+06	10.30	0.14	26110	150	441.8	3.0	212.0	1.1	64210	400	64480	480	106.9	1.4	19.23	0.21	721.5	5.2	0.727	0.023	45.40	0.34	14.87	0.14	10.19	0.13	4.37	0.12	1.173	0.020	5.384	0.055	0.927	0.034	0.369	0.018	3.634	0.047	FILENAME: 1302880 609-6 - 2.csv	0	0.026131	0.048851	0.078013	0.35731	11.761	11.88	0.1327	0.074871	1.0787	0.024275	0.0013558	0.0022323	0.016563	0.0094711	0.00050282	0.000504	0.0033246	0.0028895	0.0035161
Output_1_73	1302880 609-6 - 3.d	13/09/2019 (6) 15:22:51.00	13/09/2019 (6)	15:22:51.00	35.035	1302880 609-6 - 3.d	8.06E+06	0.30E+06	10.14	0.14	26040	130	440.9	2.1	209.4	1.0	64450	330	64710	310	105.4	1.3	19.08	0.18	719.8	5.0	0.740	0.025	45.29	0.27	14.58	0.14	10.32	0.11	4.36	0.12	1.176	0.023	5.342	0.049	0.975	0.038	0.385	0.018	3.694	0.052	FILENAME: 1302880 609-6 - 3.csv	0	0.028781	0.049132	0.065629	0.44441	12.74	9.8277	0.10087	0.076628	1.0603	0.027044	0.001543	0.001299	0.014372	0.014234	0.00070099	0.00097908	0	0.002024	0.0020152
Output_1_74	1302880 609-6 - 4.d	13/09/2019 (6) 15:24:30.00	13/09/2019 (6)	15:24:30.00	35.036	1302880 609-6 - 4.d	7.89E+06	0.28E+06	10.13	0.15	26310	140	443.9	2.2	207.6	1.0	65290	320	65280	400	105.7	1.4	19.15	0.17	714.1	5.4	0.714	0.027	45.70	0.27	14.45	0.12	10.11	0.12	4.20	0.12	1.161	0.024	5.338	0.051	0.985	0.042	0.386	0.019	3.349	0.051	FILENAME: 1302880 609-6 - 4.csv	0	0.036584	0.041223	0.061447	0.45032	13.102	11.491	0.14423	0.074184	1.0411	0.026346	0.0011311	0.003134	0.017324	0.0075534	0.0007161	0	0.0024014	0.0012113	0.0031986
Output_1_75	1302880 609-6 - 5.d	13/09/2019 (6) 15:26:01.00	13/09/2019 (6)	15:26:01.00	35.036	1302880 609-6 - 5.d	8.17E+06	0.27E+06	9.98	0.11	26060	130	436.0	1.8	210.1	1.2	64640	330	64750	330	104.6	1.4	19.07	0.19	713.8	4.3	0.731	0.023	45.48	0.26	14.58	0.14	10.28	0.13	4.41	0.14	1.165	0.019	5.327	0.045	0.926	0.036	0.393	0.016	3.595	0.048	FILENAME: 1302880 609-6 - 5.csv	0	0.028713	0.045034	0.064422	0.44762	12.795	11.004	0.11821	0.085626	1.0237	0.025372	0.00077426	0.0021796	0.014992	0.0072595	0.00083679	0.00083849	0.0050108	0.0019877	0.0018452
Output_1_76	1302880 609-6 - 6.d	13/09/2019 (6) 15:27:34.00	13/09/2019 (6)	15:27:34.00	35.036	1302880 609-6 - 6.d	8.42E+06	0.28E+06	10.18	0.14	26170	120	441.6	2.1	211.42	0.94	64680	310	64890	320	103.1	1.3	19.24	0.18	717.1	5.3	0.727	0.024	45.62	0.27	16.22	0.14	10.44	0.18	4.26	0.13	1.187	0.017	5.359	0.056	0.965	0.037	0.429	0.017	3.389	0.049	FILENAME: 1302880 609-6 - 6.csv	0	0.030101	0.058301	0.069441	0.38214	12.727	9.4136	0.12332	0.066044	0.98979	0.021566	0.001476	0.0021247	0.01442	0.0041431	0.00047756	0.00093622	0.0031568	0.0019368	0.0024991
Output_1_77	1302880 609-6 - 7.d	13/09/2019 (6) 15:29:08.00	13/09/2019 (6)	15:29:08.00	35.036	1302880 609-6 - 7.d	7.89E+06	0.31E+06	10.16	0.14	26250	140	442.3	2.7	213.9	1.3	65010	400	64970	440	107.2	1.6	19.36	0.19	729.1	5.5	0.707	0.023	45.48	0.28	16.03	0.15	10.40	0.14	4.28	0.12	1.197	0.020	5.428	0.063	0.990	0.040	0.409	0.019	3.424	0.055	FILENAME: 1302880 609-6 - 7.csv	0	0.033287	0.046203	0.075624	0.43072	12.129	9.5444	0.12644	0.073427	1.2057	0.024722	0.0021983	0.0022471	0.014623	0	0.00098778	0.0011937	0.0023765	0.0016842	0.0026024
Output_1_78	1302880 609-6 - 8.d	13/09/2019 (6) 15:30:46.00	13/09/2019 (6)	15:30:46.00	35.036	1302880 609-6 - 8.d	8.04E+06	0.32E+06	10.14	0.14	26090	130	441.4	2.7	211.9	1.1	64540	350	64590	400	104.1	1.4	19.30	0.16	715.1	6.0	0.721	0.025	45.27	0.28	14.66	0.14	10.41	0.12	4.44	0.12	1.176	0.019	5.384	0.048	0.963	0.044	0.380	0.019	3.573	0.045	FILENAME: 1302880 609-6 - 8.csv	0	0.028757	0.052484	0.075741	0.34722	12.288	11.384	0.12245	0.06584	0.91579	0.024423	0.0023188	0.0034813	0.01637	0.0060575	0.0012913	0.00085036	0.0032868	0.0025659	0.0026827
Output_1_79	1302880 609-6 - 9.d	13/09/2019 (6) 15:32:16.00	13/09/2019 (6)	15:32:16.00	35.036	1302880 609-6 - 9.d	8.17E+06	0.28E+06	10.01	0.12	26140	130	443.0	2.1	208.9	1.0	64860	330	64870	400	105.3	1.4	19.10	0.19	713.2	6.1	0.722	0.023	45.64	0.25	15.08	0.15	10.33	0.13	4.50	0.11	1.186	0.022	5.344	0.047	0.945	0.043	0.398	0.020	3.617	0.051	FILENAME: 1302880 609-6 - 9.csv	0	0.025301	0.049244	0.066774	0.43098	12.669	11.643	0.087264	0.070196	1.0529	0.026623	0.0015127	0.0024997	0.014989	0.010276	0	0.00049021	0.0059824	0.0025257	0.0022642
Output_1_80	1302880 609-6 - 10.d	13/09/2019 (6) 15:33:51.00	13/09/2019 (6)	15:33:51.00	35.036	1302880 609-6 - 10.d	8.52E+06	0.32E+06	10.12	0.12	26160	110	441.0	2.2	215.1	1.0	65140	330	65070	340	104.3	1.3	19.24	0.17	713.1	4.8	0.722	0.023	45.46	0.24	15.34	0.13	10.47	0.12	4.24	0.12	1.170	0.019	5.303	0.046	0.985	0.038	0.403	0.017	3.363	0.040	FILENAME: 1302880 609-6 - 10.csv	0	0.029455	0.041893	0.073254	0.38268	11.716	8.9146	0.10928	0.072125	0.96945	0.021574	0	0.0028928	0.015048	0.0088398	0.00080116	0.00080228	0.004796	0.0015663	0.0023642
Output_1_81	1306544 170-11 - 1.d	13/09/2019 (6) 15:41:47.00	13/09/2019 (6)	15:41:47.00	35.036	1306544 170-11 - 1.d	7.67E+06	0.31E+06	4.203	0.080	3592	25	7542	51	642.2	1.8	91120	680	90320	690	212.2	2.4	66.36	0.47	362.7	4.3	4.856	0.053	48.05	0.35	35.44	0.32	0.719	0.036	20.20	0.28	1.846	0.025	3.402	0.043	1.420	0.052	0.940	0.027	5.612	0.059	FILENAME: 1306544 170-11 - 1.csv	0	0.02644	0.049244	0.083197	0.39259	12.624	11.182	0.12363	0.06856	1.1204	0.02958	0.0014035	0.0019117	0.01541	0.0077088	0.0012599	0.00073153	0.0053189	0	0.0027157
